"Participant","Results.reception.time","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","EventTime","id","Item","Item2","Condition","Factor1","Factor2","Factor3","Comments","Country","Fluent","School","Home","English","Rating","z","Antecedent","Noun"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673838693819,"5c5d16ab6ad0f00001cc0ca2","23","t23","b","each","people","believe","NULL","New York","English","English","English","English",5,-0.198527581919958,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673838714138,"5c5d16ab6ad0f00001cc0ca2","13","t13","d","all","people","claim","NULL","New York","English","English","English","English",7,0.744478432199841,"all","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673838717809,"5c5d16ab6ad0f00001cc0ca2","2","t02","c","all","person","believe","NULL","New York","English","English","English","English",7,0.744478432199841,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673838728731,"5c5d16ab6ad0f00001cc0ca2","16","t16","a","each","person","believe","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673838733916,"5c5d16ab6ad0f00001cc0ca2","6","t06","c","all","person","boast","NULL","New York","English","English","English","English",7,0.744478432199841,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673838740312,"5c5d16ab6ad0f00001cc0ca2","22","t22","c","all","person","boast","NULL","New York","English","English","English","English",5,-0.198527581919958,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673838758644,"5c5d16ab6ad0f00001cc0ca2","10","t10","c","all","person","profess","NULL","New York","English","English","English","English",7,0.744478432199841,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673838767123,"5c5d16ab6ad0f00001cc0ca2","8","t08","a","each","person","claim","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673838772769,"5c5d16ab6ad0f00001cc0ca2","3","t03","b","each","people","profess","NULL","New York","English","English","English","English",7,0.744478432199841,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673838798183,"5c5d16ab6ad0f00001cc0ca2","19","t19","b","each","people","worry","NULL","New York","English","English","English","English",7,0.744478432199841,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673838815858,"5c5d16ab6ad0f00001cc0ca2","1","t01","d","all","people","think","NULL","New York","English","English","English","English",7,0.744478432199841,"all","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673838820932,"5c5d16ab6ad0f00001cc0ca2","14","t14","c","all","person","think","NULL","New York","English","English","English","English",7,0.744478432199841,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673838828590,"5c5d16ab6ad0f00001cc0ca2","21","t21","d","all","people","claim","NULL","New York","English","English","English","English",7,0.744478432199841,"all","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673838848138,"5c5d16ab6ad0f00001cc0ca2","4","t04","a","each","person","claim","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673838857668,"5c5d16ab6ad0f00001cc0ca2","5","t05","d","all","people","worry","NULL","New York","English","English","English","English",7,0.744478432199841,"all","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673838861169,"5c5d16ab6ad0f00001cc0ca2","11","t11","b","each","people","worry","NULL","New York","English","English","English","English",7,0.744478432199841,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673838879849,"5c5d16ab6ad0f00001cc0ca2","20","t20","a","each","person","profess","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673838897026,"5c5d16ab6ad0f00001cc0ca2","7","t07","b","each","people","believe","NULL","New York","English","English","English","English",6,0.272975425139941,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673838901149,"5c5d16ab6ad0f00001cc0ca2","9","t09","d","all","people","boast","NULL","New York","English","English","English","English",7,0.744478432199841,"all","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673838923939,"5c5d16ab6ad0f00001cc0ca2","24","t24","a","each","person","think","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673838928652,"5c5d16ab6ad0f00001cc0ca2","17","t17","d","all","people","worry","NULL","New York","English","English","English","English",5,-0.198527581919958,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673467849437,"5fce736898fa590803b3b0d8","9","t09","a","each","person","boast","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673467857505,"5fce736898fa590803b3b0d8","13","t13","a","each","person","claim","NULL","Indiana","English","English","English","English",7,1.06545338634435,"each","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673467880156,"5fce736898fa590803b3b0d8","16","t16","b","each","people","believe","NULL","Indiana","English","English","English","English",5,-0.0387437595034312,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673467921876,"5fce736898fa590803b3b0d8","15","t15","c","all","person","boast","NULL","Indiana","English","English","English","English",4,-0.590842332427324,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673467952196,"5fce736898fa590803b3b0d8","17","t17","a","each","person","worry","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673467987501,"5fce736898fa590803b3b0d8","21","t21","a","each","person","claim","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673467992266,"5fce736898fa590803b3b0d8","2","t02","d","all","people","believe","NULL","Indiana","English","English","English","English",7,1.06545338634435,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673467997500,"5fce736898fa590803b3b0d8","23","t23","c","all","person","believe","NULL","Indiana","English","English","English","English",7,1.06545338634435,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673468026036,"5fce736898fa590803b3b0d8","19","t19","c","all","person","worry","NULL","Indiana","English","English","English","English",5,-0.0387437595034312,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673468061789,"5fce736898fa590803b3b0d8","8","t08","b","each","people","claim","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673468078541,"5fce736898fa590803b3b0d8","11","t11","c","all","person","worry","NULL","Indiana","English","English","English","English",6,0.513354813420462,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673468093009,"5fce736898fa590803b3b0d8","7","t07","c","all","person","believe","NULL","Indiana","English","English","English","English",7,1.06545338634435,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673468105576,"5fce736898fa590803b3b0d8","1","t01","a","each","person","think","NULL","Indiana","English","English","English","English",7,1.06545338634435,"each","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673468127966,"5fce736898fa590803b3b0d8","3","t03","c","all","person","profess","NULL","Indiana","English","English","English","English",5,-0.0387437595034312,"all","person"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673468156212,"5fce736898fa590803b3b0d8","6","t06","d","all","people","boast","NULL","Indiana","English","English","English","English",6,0.513354813420462,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673468169398,"5fce736898fa590803b3b0d8","20","t20","b","each","people","profess","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673468176334,"5fce736898fa590803b3b0d8","18","t18","d","all","people","profess","NULL","Indiana","English","English","English","English",4,-0.590842332427324,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673468191751,"5fce736898fa590803b3b0d8","14","t14","d","all","people","think","NULL","Indiana","English","English","English","English",6,0.513354813420462,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673468200552,"5fce736898fa590803b3b0d8","22","t22","d","all","people","boast","NULL","Indiana","English","English","English","English",7,1.06545338634435,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673468212570,"5fce736898fa590803b3b0d8","24","t24","b","each","people","think","NULL","Indiana","English","English","English","English",6,0.513354813420462,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673468224454,"5fce736898fa590803b3b0d8","10","t10","d","all","people","profess","NULL","Indiana","English","English","English","English",7,1.06545338634435,"all","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673468279010,"5fce736898fa590803b3b0d8","12","t12","b","each","people","think","NULL","Indiana","English","English","English","English",5,-0.0387437595034312,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673468313480,"5fce736898fa590803b3b0d8","4","t04","b","each","people","claim","NULL","Indiana","English","English","English","English",5,-0.0387437595034312,"each","people"
"3eeaf95a314f5e12bf66ffac54ae07a2",1673468368,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673468319647,"5fce736898fa590803b3b0d8","5","t05","a","each","person","worry","NULL","Indiana","English","English","English","English",7,1.06545338634435,"each","person"
"56ba0e022be8c1b45a633921e783b367",1673467727,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673467445915,"60feff658750da2ecff7128d","21","t21","a","each","person","claim","NULL","Kansas","English and Spanish","English","English","English",7,1.32619855259605,"each","person"
"56ba0e022be8c1b45a633921e783b367",1673467727,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673467457615,"60feff658750da2ecff7128d","13","t13","a","each","person","claim","NULL","Kansas","English and Spanish","English","English","English",6,0.735625759643123,"each","person"
"56ba0e022be8c1b45a633921e783b367",1673467727,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673467461834,"60feff658750da2ecff7128d","17","t17","a","each","person","worry","NULL","Kansas","English and Spanish","English","English","English",5,0.145052966690193,"each","person"
"56ba0e022be8c1b45a633921e783b367",1673467727,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673467470834,"60feff658750da2ecff7128d","4","t04","b","each","people","claim","NULL","Kansas","English and Spanish","English","English","English",5,0.145052966690193,"each","people"
"56ba0e022be8c1b45a633921e783b367",1673467727,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673467475964,"60feff658750da2ecff7128d","15","t15","c","all","person","boast","NULL","Kansas","English and Spanish","English","English","English",5,0.145052966690193,"all","person"
